geliefert;Partner-Nr.;Anzahl;Post-Anrede;Post-Name1;Post-Name2;Post-Straße;Post-PLZ;Post-Ort;Floh;Teile;Gesamtgewicht;Aufkl. 1;Aufkl. 2;Aufkl. 3;Gew. Paket 1;Gew. Paket 2;Gew. Paket 3;;Urlaub bis;Urlaub2 bis;PaketFloh;
2480;04572100;1600;Blumenhaus;SVEMA Concept GmbH & Co KG;vorm. Blumen Jürs;Mittelweg 173;20148;Hamburg;0109;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0109-Pak 1/2-991230;
4852;12245300;1600;Blumenhaus;Ahlfeld,;Ines und Holger Burmester GbR;August-Bebel-Str. 206;21029;Hamburg;0110;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0110-Pak 1/2-991230;
2194;03999100;1600;Blumenhaus;Blumen Schmidt GmbH;;Blankeneser Bahnhofstr. 34;22587;Hamburg;0111;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0111-Pak 1/2-991230;
308;00589100;1600;Blumenhaus;Blumen-Unger;;Wendenstr. 1;38100;Braunschweig;0112;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0112-Pak 1/2-991230;
529;00964700;1600;Blumenhaus;Blumen Sporrer,;Inh. Käthe Zieris;Schadowplatz 9;40212;Düsseldorf;0113;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0113-Pak 1/2-991230;
1355;02364600;1600;Blumenhaus;Blumen Bunse;Inh. Simone Bunse-Heidelberg e.K.;Erftstr. 5;41460;Neuss;0114;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0114-Pak 1/2-991230;
586;01070700;1600;Blumenhaus;Blumenhaus Franz & Scharf;Inh. Karin Brummelman;Bredeneyer Str. 125;45133;Essen;0115;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0115-Pak 1/2-991230;
2567;04740500;1600;Blumenhaus;Lieven,;Manfred, CASA FLORA;Severinusstr. 56;50354;Hürth;0116;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0116-Pak 1/2-991230;
291;00558200;1600;Blumenhaus;Engels,;Carola;Breite Str. 110;53111;Bonn;0117;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0117-Pak 1/2-991230;
2159;03937200;1600;Blumenhaus;Funk,;Helene, Blumen & Ambiente;Lindenstr. 65;53757;Sankt Augustin;0118;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0118-Pak 1/2-991230;
1737;03088001;1600;Blumenhaus;J. Lambert & Söhne;;Franz-Georg-Str. 50;54292;Trier;0119;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0119-Pak 1/2-991230;
313;00605600;1600;Blumenhaus;Blumen Leanthe Jung & Jung oHG;;Clemensstr. 8;56068;Koblenz;0120;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0120-Pak 1/2-991230;
1818;03258600;1600;Blumenhaus;Holzschuh,;Dieter;Marktstr. 7;63450;Hanau;0121;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0121-Pak 1/2-991230;
755;01342700;1600;Blumenhaus;Mai,;Franz, Blumen + Gärtnerei Mai;Darmstädter Str. 58;64646;Heppenheim;0122;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0122-Pak 1/2-991230;
593;01080000;1600;Blumenhaus;Langner,;Angelika, Gnädinger Floristik;Sundgauallee 118;79110;Freiburg;0123;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0123-Pak 1/2-991230;
1486;02584400;1600;Blumenhaus;Kamm,;Friedrich Peter;Agnes-Bernauer-Str. 71a;80687;München;0124;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0124-Pak 1/2-991230;
1834;03286200;1600;Blumenhaus;Renners,;Anke, ARoserie;Leonhardsplatz 8;82256;Fürstenfeldbruck;0125;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0125-Pak 1/2-991230;
3495;07202000;1600;Blumenhaus;Gärtnerei Hartmann oHG;;Stadtberger Str. 84 b;86157;Augsburg;0126;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0126-Pak 1/2-991230;
27;00042100;1600;Blumenhaus;Dietel,;Brigitte, Blumen-Dietel;Alexander Str. 8;95444;Bayreuth;0127;2;36,8;Pak 1/2;Pak 2/2;;26,7;10,1;;991230;;;0127-Pak 1/2-991230;
2678;04976300;1500;Blumenhaus;Riedel,;Juliane, Blütenzauber;Leipziger Str. 30 b;04451;Borsdorf;0128;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0128-Pak 1/2-991230;
5135;20883700;1500;Blumenhaus;Kahl,;Kerstin, Blumenmeer;Querfurter Str. 4;06217;Merseburg;0129;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0129-Pak 1/2-991230;
4756;11891500;1500;Blumenhaus;Broecker;Andrea, Blumen Design am Adenauerplatz;Wilmersdorfer Str. 95;10629;Berlin;0130;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0130-Pak 1/2-991230;
603;01105500;1500;Blumenhaus;Blumeneinzelhandel, Floristik;Die Grüne Ecke, Inh. Corina Krause e.K.;Tempelhofer Damm 226;12099;Berlin;0131;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0131-Pak 1/2-991230;
4471;10057800;1500;Blumenhaus;Friedrich,;Stefanie;Alt Rudow 31;12357;Berlin;0132;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0132-Pak 1/2-991230;
2818;05269200;1500;Blumenhaus;Drabsch,;Wenke, Ihr Florist am Platz;Pastor-Niemöller-Platz 4-6;13156;Berlin;0133;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0133-Pak 1/2-991230;
237;00449300;1500;Blumenhaus;Blumenthal,;Helge;Scharnweberstr. 49;13405;Berlin;0134;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0134-Pak 1/2-991230;
3791;08108500;1500;Blumenhaus;BluGeSa Floristik und Gartenbau GmbH;;Neustädtischer Markt 4;14776;Brandenburg;0135;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0135-Pak 1/2-991230;
5360;26334100;1500;Blumenhaus;Blumen Boutique Ute Lahtz e. K.;;Beselerstr. 44;22607;Hamburg;0136;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0136-Pak 1/2-991230;
3029;05856700;1500;Blumenhaus;Dluzak;Rosemarie, Blumen Franck;Bahnhofstr. 26;23714;Bad Malente;0137;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0137-Pak 1/2-991230;
322;00620600;1500;Blumenhaus;Blumen-Lauprecht;;Vor dem Steintor 124;28203;Bremen;0138;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0138-Pak 1/2-991230;
3018;05830500;1500;Blumenhaus;1 A Ambiente Blumen-Schaper;Inh. Sabine Böhm e.K.;Reherweg 15a;31787;Hameln;0139;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0139-Pak 1/2-991230;
3115;06077900;1500;Blumenhaus;Jocksch-Mayer,;Maria Theresia;Warburger Str. 98;33098;Paderborn;0140;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0140-Pak 1/2-991230;
2173;03965900;1500;Blumenhaus;Blumenhof;Gerhard Borgstedt;Babenhauser Str. 222;33619;Bielefeld;0141;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0141-Pak 1/2-991230;
964;01701200;1500;Blumenhaus;Goellner;Heinrich;Landgraf-Karl-Str. 3;34131;Kassel;0142;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0142-Pak 1/2-991230;
2779;05186200;1500;Blumenhaus;Rinn,;Sybille;Johannesstr. 22;35390;Gießen;0143;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0143-Pak 1/2-991230;
4650;11513300;1500;Blumenhaus;Müller,;Ruth, Grüner Garten;Nordhoffstr. 3 a;38518;Gifhorn;0144;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0144-Pak 1/2-991230;
3105;06056300;1500;Blumenhaus;All Flowers Günther Vishers e.K.;Günther Vishers;Schiess-Str. 15-17;40549;Düsseldorf;0145;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0145-Pak 1/2-991230;
815;01447400;1500;Blumenhaus;A LA CASA DEL FIORE;FLORISTMEISTER HOFFMANN e.K.;Heyestr. 142;40625;Düsseldorf;0146;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0146-Pak 1/2-991230;
371;00696600;1500;Blumenhaus;Art Floristik Norma Schürgers;;Düsseldorfer Str. 20;40667;Meerbusch;0147;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0147-Pak 1/2-991230;
3047;05903200;1500;Blumenhaus;Molzberger,;Sybille;Lange Hecke 71;41564;Kaarst;0148;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0148-Pak 1/2-991230;
903;01604300;1500;Blumenhaus;Maylahn,;Lothar, Premiumgärtnerei;Jauerstr. 1;44625;Herne;0149;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0149-Pak 1/2-991230;
3182;06283200;1500;Blumenhaus;Boecking,;Heinz-Jürgen, Meisterflorist;Friedenstr. 72;52351;Düren;0150;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0150-Pak 1/2-991230;
932;01653600;1500;Blumenhaus;Niepel-Weber,;Inge, Blumen Weber;Hauptstr. 58a;53604;Bad Honnef;0151;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0151-Pak 1/2-991230;
104;00186900;1500;Blumenhaus;Ellinghaus;Dorothea;Hauptstr. 78;58452;Witten;0152;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0152-Pak 1/2-991230;
112;00197300;1500;Blumenhaus;Hallatsch,;Sonja, Blumenkorb;Hauptstr. 223;58675;Hemer;0153;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0153-Pak 1/2-991230;
4348;09377800;1500;Blumenhaus;Hombeuel,;Christel, Blumenparadies City;Unteres Grabengässchen 4;64625;Bensheim;0154;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0154-Pak 1/2-991230;
3695;07753400;1500;Blumenhaus;Blumen-Hecktor;Inh. Stefan Hecktor e.K.;Legienstr. 3;65929;Frankfurt;0155;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0155-Pak 1/2-991230;
4740;11838200;1500;Blumenhaus;Blumen Schiffler;Corina Pahl;Am Kieselhumes 44;66123;Saarbrücken;0156;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0156-Pak 1/2-991230;
2459;04523900;1500;Blumenhaus;Blumen Otto GmbH;;Cheliusstr. 15;68167;Mannheim;0157;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0157-Pak 1/2-991230;
464;00846900;1500;Blumenhaus;Blumen Stierle-Wagner GmbH;;Herdweg 38-40;71032;Böblingen;0158;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0158-Pak 1/2-991230;
4467;10050501;1500;Blumenhaus;Petersen,;Heike, blattwerk;Tübinger Str. 35;71083;Herrenberg;0159;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0159-Pak 1/2-991230;
3125;06103800;1500;Blumenhaus;Reibold,;Michael, Grün & Blüh'n;Nauklerstr. 55;72074;Tübingen;0160;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0160-Pak 1/2-991230;
2598;04810900;1500;Blumenhaus;Blumen Emil Beetz;;Durlacher Str. 24;76275;Ettlingen;0161;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0161-Pak 1/2-991230;
3385;06865000;1500;Blumenhaus;AMBIENTE UND FLORISTIK BATSCH,;INH. EUGEN BATSCH;Sonnenbergstr. 3;79117;Freiburg;0162;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0162-Pak 1/2-991230;
1414;02452302;1500;Blumenhaus;Schwarz,;Emil, Blumen Schwarz;Fauststr. 55;85051;Ingolstadt;0163;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0163-Pak 1/2-991230;
1679;02956600;1500;Blumenhaus;Beck,;Christa, Lust auf Blumen;Nimrodstr. 1;85521;Ottobrunn;0164;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0164-Pak 1/2-991230;
696;01253900;1500;Blumenhaus;Scherdi-Gärtnereibetrieb-GmbH;;Lechfeldstr. 51;86899;Landsberg;0165;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0165-Pak 1/2-991230;
4799;12068500;1500;Blumenhaus;Krauss,;Herta;Zeppelinstr. 33;91052;Erlangen;0166;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0166-Pak 1/2-991230;
1558;02711600;1500;Blumenhaus;Blumen Trede GmbH;;Furtmayrstr. 5;93053;Regensburg;0167;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0167-Pak 1/2-991230;
1472;02552400;1500;Blumenhaus;Blumen-Schwinghammer,;Inh. Hermann Feistl e.K.;Theresienstr. 21;94032;Passau;0168;2;34,3;Pak 1/2;Pak 2/2;;26,7;7,6;;991230;;;0168-Pak 1/2-991230;
3832;08210200;1400;Blumenhaus;Köhler,;Katrin, Blumen-Thomas;Meißner Str. 94;01445;Radebeul;0169;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0169-Pak 1/2-991230;
338;00642600;1400;Blumenhaus;Beyer,;Sigrid, Blumen Beyer;Neustädter Str. 5;03046;Cottbus;0170;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0170-Pak 1/2-991230;
3908;08364200;1400;Blumenhaus;Blumen-Richter,;vorm. Felix Richter;Karl-Liebknecht-Str. 8-14;04107;Leipzig;0171;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0171-Pak 1/2-991230;
4130;08931100;1400;Blumenhaus;Zeising,;Christine, Blumen Zeising;Reilstr. 29;06114;Halle;0172;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0172-Pak 1/2-991230;
4158;09007300;1400;Blumenhaus;Brenke GbR,;Torsten und Viola;Hauptstr. 32;13127;Berlin;0173;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0173-Pak 1/2-991230;
3134;06143900;1400;Blumenhaus;Unger,;Karsten und Henry;Friedenstr. 19;17424;Ostseebad Heringsdorf;0174;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0174-Pak 1/2-991230;
826;01464700;1400;Blumenhaus;Blumenhaus Martha Radau,;Inh.Holle Jaziri e.K.;Eppendorfer Landstr. 4;20249;Hamburg;0175;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0175-Pak 1/2-991230;
2241;04083600;1400;Blumenhaus;Blumenstudio Kolberger OHG;;Brunswiker Str. 53;24103;Kiel;0177;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0177-Pak 1/2-991230;
410;00760400;1400;Blumenhaus;Staeck,;Gerhard, Blumenhaus;Blumlage 70;29221;Celle;0178;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0178-Pak 1/2-991230;
2255;04120900;1400;Blumenhaus;Blumen Lange;Harald Lange, e.K.;Hannoversche Str. 3;31134;Hildesheim;0179;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0179-Pak 1/2-991230;
3002;05773700;1400;Blumenhaus;Heibrok,;Guido, Blumen Heibrok;Am Asbrock 16;33611;Bielefeld;0180;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0180-Pak 1/2-991230;
4875;12303800;1400;Blumenhaus;Blumen-Schmid GMBH;;Fuldatalstr. 26;34125;Kassel;0181;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0181-Pak 1/2-991230;
482;00882500;1400;Blumenhaus;Die Blumenwerkstatt;Stefanie Schneider e.K.;Berghofer Str. 142;44269;Dortmund;0182;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0182-Pak 1/2-991230;
5269;23023500;1400;Blumenhaus;Blumen Burger Inh. Marianne Tensmann e.Kfr.;;Halterner Str. 72;45657;Recklinghausen;0183;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0183-Pak 1/2-991230;
4912;12416700;1400;Blumenhaus;Schneider,;Hélène, Blumenhaus Schneider;Kölner Str. 147;51645;Gummersbach;0184;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0184-Pak 1/2-991230;
3352;06785300;1400;Blumenhaus;Ließem,;Gabriele;Am Fronhof 14;53177;Bonn;0185;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0185-Pak 1/2-991230;
667;01203500;1400;Blumenhaus;Blumen- und Pflanzencenter;Haldy GmbH & Co. KG;Philipp-Reis-Str. 24;63571;Gelnhausen;0186;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0186-Pak 1/2-991230;
446;00817500;1400;Blumenhaus;Blumenhaus Chrysanthem,;Hoffmann und Hornstein GmbH;Am Alten Friedhof 8;64287;Darmstadt;0187;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0187-Pak 1/2-991230;
1644;02872500;1400;Blumenhaus;Weigand,;Bernd;Kelkheimer Str. 3;65812;Bad Soden;0188;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0188-Pak 1/2-991230;
2371;04350103;1400;Blumenhaus;Jenner,;Reiner;Willy-Brandt-Platz/Im Hauptbahnhof;68161;Mannheim;0189;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0189-Pak 1/2-991230;
205;00378400;1400;Blumenhaus;Hooge,;Margarete, Blumen Klauss;Austr. 23;71069;Sindelfingen;0190;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0190-Pak 1/2-991230;
1538;02676500;1400;Blumenhaus;Horst Baum Nachf. Blumenhaus;Inh. A. Bark e.K.;Rommelsbacher Str. 28;72760;Reutlingen;0191;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0191-Pak 1/2-991230;
697;01254000;1400;Blumenhaus;Kees,;Andreas, Hong's Blumen-Pavillon;Münchner Freiheit 7;80802;München;0192;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0192-Pak 1/2-991230;
1256;02195100;1400;Blumenhaus;Duyndam,;Adrian, Blumen Monique;Bahnhofstr. 19;82467;Garmisch-Partenkirchen;0193;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0193-Pak 1/2-991230;
3503;07223700;1400;Blumenhaus;Schüssler;Dieter;Moltkestr. 8;84453;Mühldorf;0194;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0194-Pak 1/2-991230;
3988;08605100;1400;Blumenhaus;Gärtnerei Hönbach GmbH;;Neustadter Str. 110;96515;Sonneberg;0195;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0195-Pak 1/2-991230;
1253;02192800;1400;Blumenhaus;Blumen Carl,;Inh. Erika Carl;Würzburger Str. 8;97828;Marktheidenfeld;0196;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0196-Pak 1/2-991230;
3785;08095500;1400;Blumenhaus;Heymann,;Udo;Berliner Str. 9;98617;Meiningen;0197;2;32;Pak 1/2;Pak 2/2;;26,7;5,3;;991230;;;0197-Pak 1/2-991230;
3968;08528800;1300;Blumenhaus;Krake,;Bärbel, Blumen-Eck;Hauptstr. 85;01587;Riesa;0198;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0198-Pak 1/2-991230;
3957;08484900;1300;Blumenhaus;Blumen Wöllner;FLORISTERIA GmbH;Coppistr. 57;04157;Leipzig;0199;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0199-Pak 1/2-991230;
955;01682300;1300;Blumenhaus;Beyer,;Dietmar, Gärtnerei Beyer;Franzosenallee 12 a;04289;Leipzig;0200;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0200-Pak 1/2-991230;
660;01191600;1300;Blumenhaus;Theuerkorn,;Julia, Achillea dein Blumenladen;Leipziger Chaussee 147;06112;Halle;0201;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0201-Pak 1/2-991230;
5221;22440000;1300;Blumenhaus;Ilgner,;Ingrid;Dr.-Wilhelm-Külz-Str. 16;06249;Mücheln;0202;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0202-Pak 1/2-991230;
4017;08682000;1300;Blumenhaus;Fandrich,;Sandra, Blumen Pitzschler;Steinsgraben 30;06712;Zeitz;0203;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0203-Pak 1/2-991230;
3825;08193500;1300;Blumenhaus;Richter,;Andreas, Gartenfachmarkt Richter;Weststr. 98;09116;Chemnitz;0204;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0204-Pak 1/2-991230;
627;01150400;1300;Blumenhaus;Ring,;Gerd, Im Ring-Center;Frankfurter Allee 111;10247;Berlin;0205;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0205-Pak 1/2-991230;
1977;03569500;1300;Blumenhaus;Heide,;Nicole, Blumenfachgeschäft;Kottbusser Damm 12;10967;Berlin;0206;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0206-Pak 1/2-991230;
3;00005600;1300;Blumenhaus;Blumen-Griesbeck;Inh. Robert Griesbeck;Buckower Damm 211;12349;Berlin;0207;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0207-Pak 1/2-991230;
5302;24179600;1300;Blumenhaus;Sprechert,;Gabriele, Sonnenblumenwerkstatt;Mädewalder Weg 49;12621;Berlin;0208;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0208-Pak 1/2-991230;
4303;09297200;1300;Blumenhaus;Borcherdt,;Rainer, Der Rosenkavalier;Ernststr 74;13509;Berlin;0209;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0209-Pak 1/2-991230;
4626;11433200;1300;Blumenhaus;Petras,;Wolfgang;Brunsbütteler Damm 271;13591;Berlin;0210;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0210-Pak 1/2-991230;
542;00989500;1300;Blumenhaus;Florian-Blumen am Breitenbachpl.;Inh. Michael Schröter;Schorlemerallee 3;14195;Berlin;0211;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0211-Pak 1/2-991230;
4247;09184400;1300;Blumenhaus;Bartsch-Seidel,;Jutta, Florales;Schulstr. 16;15366;Neuenhagen;0212;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0212-Pak 1/2-991230;
4307;09304600;1300;Blumenhaus;Guhl,;Andreas und Petra Fiedler;Rostocker Heide 1;18055;Rostock;0213;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0213-Pak 1/2-991230;
76;00131600;1300;Blumenhaus;Griem;Ralph und Maik, Blumenhof Griem;Seidelstr. 6;18273;Güstrow;0214;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0214-Pak 1/2-991230;
3093;06025400;1300;Blumenhaus;Weese,;Hans-Jürgen, Blumen Weese;Ilmer Weg 30;21423;Winsen;0215;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0215-Pak 1/2-991230;
88;00157500;1300;Blumenhaus;Atelier Blumen Arno Schmidt,;Nachf. Hans Petersen;Waitzstr. 14;22607;Hamburg;0216;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0216-Pak 1/2-991230;
2125;03884100;1300;Blumenhaus;Gnirke,;Anke-Marita;Krähenstr. 34;23552;Lübeck;0217;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0217-Pak 1/2-991230;
47;00084900;1300;Blumenhaus;Göllner,;Heinrich;Talrainweg 9;34225;Baunatal;0218;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0218-Pak 1/2-991230;
487;00890100;1300;Blumenhaus;Röckrath,;Klaus;Tersteegenstr. 4;40474;Düsseldorf;0219;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0219-Pak 1/2-991230;
3720;07829400;1300;Blumenhaus;Alleeblumen Theresia Fechter;;Friedrich-Engels-Allee 296;42285;Wuppertal;0220;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0220-Pak 1/2-991230;
4683;11621300;1300;Blumenhaus;Graue;Christoph, Blumeneck;Oststr. 180;47057;Duisburg;0221;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0221-Pak 1/2-991230;
605;01108800;1300;Blumenhaus;Müller,;Henriette;Breite Str. 6;50226;Frechen;0222;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0222-Pak 1/2-991230;
1081;01895300;1300;Blumenhaus;Fahrig,;Heiner;Deutzer Freiheit 76;50679;Köln;0223;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0223-Pak 1/2-991230;
1971;03557000;1300;Blumenhaus;Baum,;Jens und Tobias, Blumen Baum;Berrenrather Str. 204;50937;Köln;0224;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0224-Pak 1/2-991230;
2858;05373000;1300;Blumenhaus;Friedhofsgärtnerei-Blumen;Nicolaye GmbH, Floristikwerkstatt;Vaalser Str. 334;52074;Aachen;0225;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0225-Pak 1/2-991230;
1243;02175500;1300;Blumenhaus;Heinzen,;Michael, Blumenhaus Heinzen;Sehler Anlagen 3;56812;Cochem;0226;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0226-Pak 1/2-991230;
624;01142300;1300;Blumenhaus;Blumen-Ursprung,;Christoph Ursprung e.K.;Oederweg 77;60318;Frankfurt;0227;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0227-Pak 1/2-991230;
789;01405100;1300;Blumenhaus;Schwarz,;Monika, Blüte mit Stil;Homburger Str. 96 b;61118;Bad Vilbel;0228;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0228-Pak 1/2-991230;
1061;01868800;1300;Blumenhaus;Böhning,;Frank, Blumen Böhning;Hauptstr. 1;61462;Königstein;0229;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;991230;;;0229-Pak 1/2-991230;
463;00845600;1300;Blumenhaus;Hoffmann,;Heike;Hauptstr. 52;65719;Hofheim;0230;2;29,8;Pak 1/2;Pak 2/2;;26,7;3,5;;110806;06.08.2011;;0230-Pak 1/2-110806;
