geliefert;Partner-Nr.;Anzahl;Post-Anrede;Post-Name1;Post-Name2;Post-Straße;Post-PLZ;Post-Ort;Floh;Teile;Gesamtgewicht;Aufkl. 1;Aufkl. 2;Aufkl. 3;Gew. Paket 1;Gew. Paket 2;Gew. Paket 3;;Urlaub bis;Urlaub2 bis;PaketFloh;
4073;08818100;100;Blumenhaus;Lange,;Raymond;Markt 1;09306;Wechselburg;4339;1;3,1;Pak 1/1;;;3,1;;;991230;;;4339-Pak 1/1-991230;
3959;08488300;100;Blumenhaus;Rüdiger,;Bernd, Blumen Rüdiger;Mantelgasse 2;09322;Penig;4340;1;3,1;Pak 1/1;;;3,1;;;991230;;;4340-Pak 1/1-991230;
4079;08835300;100;Blumenhaus;Böhme,;Dagmar, Blumenhaus Böhme;Markt 10;09328;Lunzenau;4341;1;3,1;Pak 1/1;;;3,1;;;991230;;;4341-Pak 1/1-991230;
35;00058300;100;Blumenhaus;Schnerr,;Barbara, Blumenboutique;Neue Str. 16;09394;Hohndorf;4342;1;3,1;Pak 1/1;;;3,1;;;991230;;;4342-Pak 1/1-991230;
4062;08803300;100;Blumenhaus;Müller,;Peter;Lange Str. 31;09405;Zschopau;4343;1;3,1;Pak 1/1;;;3,1;;;991230;;;4343-Pak 1/1-991230;
2921;05566402;100;Blumenhaus;Gärtnerei-, Betriebs-;und Verwaltungs GmbH Warmbad;Marienberger Str. 2;09429;Wolkenstein;4344;1;3,1;Pak 1/1;;;3,1;;;991230;;;4344-Pak 1/1-991230;
4475;10066700;100;Blumenhaus;Blechschmidt,;Annerose, Blumenfachgeschäft;Hopfgartener Str. 62 b;09430;Drebach-Scharfenstein;4345;1;3,1;Pak 1/1;;;3,1;;;991230;;;4345-Pak 1/1-991230;
4040;08749800;100;Blumenhaus;Krämer,;Wilfried;Dittersdorfer Str. 30;09439;Amtsberg-Dittersdorf;4346;1;3,1;Pak 1/1;;;3,1;;;991230;;;4346-Pak 1/1-991230;
963;01694800;100;Blumenhaus;Reuter,;Dorothee, Gärtnerei Lohse;Frauensteiner Str. 16;09600;Weißenborn;4347;1;3,1;Pak 1/1;;;3,1;;;991230;;;4347-Pak 1/1-991230;
4074;08827300;100;Blumenhaus;Heide,;Gisela, Blumen-Heide;Burgstädter Str. 74;09648;Mittweida;4348;1;3,1;Pak 1/1;;;3,1;;;991230;;;4348-Pak 1/1-991230;
4648;11507900;100;Blumenhaus;Tetzel,;Frank;Olivaer Platz 3;10707;Berlin;4349;1;3,1;Pak 1/1;;;3,1;;;991230;;;4349-Pak 1/1-991230;
571;01044301;100;Blumenhaus;Roth,;Daniel, Kietzblüte;Dieffenbachstr. 12;10967;Berlin;4350;1;3,1;Pak 1/1;;;3,1;;;991230;;;4350-Pak 1/1-991230;
152;00264000;100;Blumenhaus;floral art,;Blumenhandelsgesellschaft mbH;Rheinstr. 42;12161;Berlin;4351;1;3,1;Pak 1/1;;;3,1;;;991230;;;4351-Pak 1/1-991230;
257;00485900;100;Blumenhaus;Martin,;Marina und Sabine Tunger GbR, Del Natural;Bundesallee 133;12161;Berlin;4352;1;3,1;Pak 1/1;;;3,1;;;991230;;;4352-Pak 1/1-991230;
2393;04391300;100;Blumenhaus;Plantiflor - Ihr Blumenfachgeschäft GmbH;;Oberfeldstr. 189;12683;Berlin;4353;1;3,1;Pak 1/1;;;3,1;;;991230;;;4353-Pak 1/1-991230;
941;01665100;100;Blumenhaus;Plantiflor - Ihr Blumenfachgeschäft GmbH;;Landsberger Allee 277;13055;Berlin;4354;1;3,1;Pak 1/1;;;3,1;;;991230;;;4354-Pak 1/1-991230;
21;00036700;100;Blumenhaus;Hemsen,;Ingelore;Westerwaldstr. 3;13589;Berlin;4355;1;3,1;Pak 1/1;;;3,1;;;991230;;;4355-Pak 1/1-991230;
1583;02766500;100;Blumenhaus;Meier,;Änne;Sandstr. 40;13593;Berlin;4356;1;3,1;Pak 1/1;;;3,1;;;991230;;;4356-Pak 1/1-991230;
2023;03668601;100;Blumenhaus;Schmidt,;Thomas, Blumeneck am Uhlenhorst;Uhlenhorst 21;14532;Kleinmachnow;4357;1;3,1;Pak 1/1;;;3,1;;;991230;;;4357-Pak 1/1-991230;
4279;09253700;100;Blumenhaus;Seiler,;Sabine, Blumenkörbchen;Kemnitzer Str. 123;14542;Werder;4358;1;3,1;Pak 1/1;;;3,1;;;110810;10.08.2011;;4358-Pak 1/1-110810;
3950;08467700;100;Blumenhaus;Otto,;Wolfgang;Kleine Gartenstr. 8;14715;Nennhausen;4359;1;3,1;Pak 1/1;;;3,1;;;991230;;;4359-Pak 1/1-991230;
960;01690400;100;Blumenhaus;Kreutzer,;Patricia;Kurfürstenstr. 1;14797;Kloster Lehnin;4360;1;3,1;Pak 1/1;;;3,1;;;991230;;;4360-Pak 1/1-991230;
2721;05055100;100;Blumenhaus;Schröder,;Franziska, Mimosa;Dorftstr. 25;14822;Linthe;4361;1;3,1;Pak 1/1;;;3,1;;;991230;;;4361-Pak 1/1-991230;
3789;08104100;100;Blumenhaus;Hein,;Sylvia, Blumen Pavillon Fries;Ernst-Thälmann-Str. 53;14822;Brück;4362;1;3,1;Pak 1/1;;;3,1;;;991230;;;4362-Pak 1/1-991230;
4037;08734000;100;Blumenhaus;Gerdessen,;Axel;Ernst-Thälmann-Str. 41;14822;Brück;4363;1;3,1;Pak 1/1;;;3,1;;;991230;;;4363-Pak 1/1-991230;
4000;08625700;100;Blumenhaus;P.Schumacher GmbH;;Großstr. 93;14929;Treuenbrietzen;4364;1;3,1;Pak 1/1;;;3,1;;;991230;;;4364-Pak 1/1-991230;
2726;05067600;100;Blumenhaus;Klopsch,;Beate, Tausendschön;Rudolf-Breitscheid-Str. 155;14943;Luckenwalde;4365;1;3,1;Pak 1/1;;;3,1;;;991230;;;4365-Pak 1/1-991230;
4456;10035200;100;Blumenhaus;Blumen Tietz e.K.;;Donaustr. 15;14974;Ludwigsfelde;4366;1;3,1;Pak 1/1;;;3,1;;;991230;;;4366-Pak 1/1-991230;
4008;08658800;100;Blumenhaus;Fontana Gartenbau GmbH;;Küstriner Str. 2a;15306;Seelow;4367;1;3,1;Pak 1/1;;;3,1;;;991230;;;4367-Pak 1/1-991230;
784;01396500;100;Blumenhaus;Walter,;Barbara, Blumen Walter;Kirschallee 33 a;15326;Lebus;4368;1;3,1;Pak 1/1;;;3,1;;;991230;;;4368-Pak 1/1-991230;
3062;05949901;100;Blumenhaus;Gartencenter Schütz GmbH;;Frankfurter Str. 10;15328;Küstriner-Vorland-Manschnow;4369;1;3,1;Pak 1/1;;;3,1;;;991230;;;4369-Pak 1/1-991230;
4010;08661400;100;Blumenhaus;Blumen-Ulrich Liebe;Inh. Petra Völker;Wolterstr. 24-28;15366;Neuenhagen;4370;1;3,1;Pak 1/1;;;3,1;;;991230;;;4370-Pak 1/1-991230;
3933;08424301;100;Blumenhaus;Zurawski;Monika;Bahnhofstr. 44;15806;Zossen-Wünsdorf;4371;1;3,1;Pak 1/1;;;3,1;;;991230;;;4371-Pak 1/1-991230;
3932;08424300;100;Blumenhaus;Zurawski,;Monika;Karl-Fiedler-Str. 11b;15838;Am Mellensee-Sperenberg;4372;1;3,1;Pak 1/1;;;3,1;;;991230;;;4372-Pak 1/1-991230;
634;01152602;100;Blumenhaus;BHG Handelszentren GmbH,;Blütenzauber;Bahnhofstr. 10;15936;Dahme;4373;1;3,1;Pak 1/1;;;3,1;;;991230;;;4373-Pak 1/1-991230;
1291;02257400;100;Blumenhaus;Erler,;Karin, Blatthaus;Tränke Str. 2;15936;Dahme;4374;1;3,1;Pak 1/1;;;3,1;;;991230;;;4374-Pak 1/1-991230;
1640;02869000;100;Blumenhaus;Humburg,;Leo, Rosenkäfer;Gartenstr. 1;15938;Golßen;4375;1;3,1;Pak 1/1;;;3,1;;;991230;;;4375-Pak 1/1-991230;
3956;08483800;100;Blumenhaus;Pöschel & Partner Nachf.;R.-Christian Peter e.K.;Eberswalder Str. 125;16227;Eberswalde;4376;1;3,1;Pak 1/1;;;3,1;;;991230;;;4376-Pak 1/1-991230;
3059;05938501;100;Blumenhaus;Blumen-Brendel;Inh. Astrid Brendel;Karthausstr. 6;16303;Schwedt;4377;1;3,1;Pak 1/1;;;3,1;;;991230;;;4377-Pak 1/1-991230;
5132;20854600;100;Blumenhaus;Leffke,;Astrid, Blumenkreation;Dorfstr. 4;16321;Bernau-Schönow;4378;1;3,1;Pak 1/1;;;3,1;;;991230;;;4378-Pak 1/1-991230;
3919;08382500;100;Blumenhaus;Wende,;Kerstin und Doreen Wende GbR;Schützenstr. 44;16359;Biesenthal;4379;1;3,1;Pak 1/1;;;3,1;;;991230;;;4379-Pak 1/1-991230;
3839;08238500;100;Blumenhaus;Loechel,;Wolfgang;Nohlstr. 24-26;16548;Glienicke;4380;1;3,1;Pak 1/1;;;3,1;;;991230;;;4380-Pak 1/1-991230;
3763;08010800;100;Blumenhaus;Schmidt,;Regina;Rudolf-Breitscheid-Str. 12;16775;Gransee;4381;1;3,1;Pak 1/1;;;3,1;;;991230;;;4381-Pak 1/1-991230;
4016;08680800;100;Blumenhaus;Noerenberg,;Thomas, Blumenhaus am Markt;Berliner Str. 37;16792;Zehdenick;4382;1;3,1;Pak 1/1;;;3,1;;;991230;;;4382-Pak 1/1-991230;
4274;09240100;100;Blumenhaus;Weber,;Renate, Binderei;Friedhofsweg 4;16798;Fürstenberg;4383;1;3,1;Pak 1/1;;;3,1;;;991230;;;4383-Pak 1/1-991230;
5314;24678801;100;Blumenhaus;Schultz,;Astrid;Friedrich-Albert-Str. 7;16816;Neuruppin;4384;1;3,1;Pak 1/1;;;3,1;;;991230;;;4384-Pak 1/1-991230;
3780;08083000;100;Blumenhaus;Tittel,;Gundula, Blumenhaus Wimmer;Rhinstr. 18;16831;Rheinsberg;4385;1;3,1;Pak 1/1;;;3,1;;;991230;;;4385-Pak 1/1-991230;
716;01282600;100;Blumenhaus;Herscher,;Regine, Blumengeschäft;Wilhelmsplatz 9;16945;Meyenburg;4386;1;3,1;Pak 1/1;;;3,1;;;991230;;;4386-Pak 1/1-991230;
3429;07001500;100;Blumenhaus;Otzen,;Ulrich, Gartenbau;Fritz-Reuter-Str. 13;17087;Altentreptow;4387;1;3,1;Pak 1/1;;;3,1;;;991230;;;4387-Pak 1/1-991230;
4071;08814700;100;Blumenhaus;Herold,;Cornelia, Gärtnerei Herold;Lindenstr. 34 a;17139;Malchin;4388;1;3,1;Pak 1/1;;;3,1;;;991230;;;4388-Pak 1/1-991230;
3935;08429800;100;Blumenhaus;Rühe,;Thomas, Gärtnerei Rühe;Mühlenstr. 9;17252;Mirow;4389;1;3,1;Pak 1/1;;;3,1;;;991230;;;4389-Pak 1/1-991230;
3682;07706300;100;Blumenhaus;Müller,;Fritz, Müller's Blomenpott;Bahnhofstr. 28;17255;Wesenberg;4390;1;3,1;Pak 1/1;;;3,1;;;991230;;;4390-Pak 1/1-991230;
3442;07050800;100;Blumenhaus;Ludwig,;Siegrid, Blumen & Pflanzen;Berliner Str. 3;17268;Templin;4391;1;3,1;Pak 1/1;;;3,1;;;991230;;;4391-Pak 1/1-991230;
536;00979300;100;Blumenhaus;Rabe,;Adelheid, Gärtnerei Gollmitz;Prenzlauer Str. 52;17291;Nordwestuckermark-Gollmitz;4392;1;3,1;Pak 1/1;;;3,1;;;991230;;;4392-Pak 1/1-991230;
5347;26078400;100;Blumenhaus;Blumen & Floristik;Ilona Maaß e.K.;Woldegker Str. 3;17291;Prenzlau-Dedelow;4393;1;3,1;Pak 1/1;;;3,1;;;991230;;;4393-Pak 1/1-991230;
4064;08807700;100;Blumenhaus;Lichtnow,;Werner;Strasse der Einheit 67 c;17309;Jatznick;4394;1;3,1;Pak 1/1;;;3,1;;;991230;;;4394-Pak 1/1-991230;
2026;03675500;100;Blumenhaus;Ehrke,;Christian, Blumen-Eck;Breite Str. 3;17328;Penkun;4395;1;3,1;Pak 1/1;;;3,1;;;991230;;;4395-Pak 1/1-991230;
4117;08909101;100;Blumenhaus;Gartenbaubetrieb Runge GmbH;Torgelow;Bahnhofstr. 43;17358;Torgelow;4396;1;3,1;Pak 1/1;;;3,1;;;991230;;;4396-Pak 1/1-991230;
3792;08110000;100;Blumenhaus;Scharlau,;Regina, Blumenhaus;Neuer Markt 13;17389;Anklam;4397;1;3,1;Pak 1/1;;;3,1;;;991230;;;4397-Pak 1/1-991230;
4063;08805500;100;Blumenhaus;Beese,;Ines, Gartenbaubetrieb Beese;Gross-Kleiner-Weg 18;18119;Rostock-Warnemünde;4398;1;3,1;Pak 1/1;;;3,1;;;991230;;;4398-Pak 1/1-991230;
1655;02899800;100;Blumenhaus;Blumen Handels- GmbH;;Straße der DSF 7;18528;Bergen;4399;1;3,1;Pak 1/1;;;3,1;;;991230;;;4399-Pak 1/1-991230;
3866;08274200;100;Blumenhaus;Flo-Ga Rügen Zierpflanzen GmbH;;Nonnenseestr. 1;18528;Bergen;4400;1;3,1;Pak 1/1;;;3,1;;;991230;;;4400-Pak 1/1-991230;
584;01067200;100;Blumenhaus;Forster,;Beate, Binzer Blumen-Boutique;Proraer Chaussee 3 d;18609;Ostseebad Binz;4401;1;3,1;Pak 1/1;;;3,1;;;991230;;;4401-Pak 1/1-991230;
110;00195802;100;Blumenhaus;Schwerin Florist GmbH;;Rahlstedter Str. 29;19057;Schwerin;4402;1;3,1;Pak 1/1;;;3,1;;;991230;;;4402-Pak 1/1-991230;
4052;08778500;100;Blumenhaus;Moll,;Hartmut;Gletzower Str. 39;19217;Rehna;4403;1;3,1;Pak 1/1;;;3,1;;;991230;;;4403-Pak 1/1-991230;
3943;08453001;100;Blumenhaus;"Produktivgenossenschaft ""Storchennest""";Ludwigslust e.G.;An der Stadtkirche 5;19288;Ludwigslust;4404;1;3,1;Pak 1/1;;;3,1;;;991230;;;4404-Pak 1/1-991230;
3944;08453002;100;Blumenhaus;"Produktivgenossenschaft ""Storchennest""";Ludwigslust e.G.;Kirchenstr. 16;19300;Grabow;4405;1;3,1;Pak 1/1;;;3,1;;;991230;;;4405-Pak 1/1-991230;
259;00490700;100;Blumenhaus;Perleberger Zierpflanzen Handels GmbH;Ihr Blumenshop;Heinrich-Heine-Str. 40;19348;Perleberg;4406;1;3,1;Pak 1/1;;;3,1;;;991230;;;4406-Pak 1/1-991230;
1483;02574100;100;Blumenhaus;SB Preiswert Handels GmbH & Co.KG;;Plauer Chaussee 7;19399;Goldberg;4407;1;3,1;Pak 1/1;;;3,1;;;991230;;;4407-Pak 1/1-991230;
3446;07060100;100;Blumenhaus;Syringa Gartenbau GmbH;;Bei der Erbkornmühle 1;19406;Sternberg;4408;1;3,1;Pak 1/1;;;3,1;;;991230;;;4408-Pak 1/1-991230;
2696;05003500;100;Blumenhaus;Blumenbinderei Loy - Alter Steinweg GmbH;;Alter Steinweg 1;20459;Hamburg;4409;1;3,1;Pak 1/1;;;3,1;;;991230;;;4409-Pak 1/1-991230;
1057;01864400;100;Blumenhaus;Reinhardt,;Irena, Blumen-Reinhardt;Feldnerstr. 2;21075;Hamburg;4410;1;3,1;Pak 1/1;;;3,1;;;991230;;;4410-Pak 1/1-991230;
470;00860500;100;Blumenhaus;Fahje,;Gerd;Organistenweg 13 a;21129;Hamburg;4411;1;3,1;Pak 1/1;;;3,1;;;991230;;;4411-Pak 1/1-991230;
1924;03466100;100;Blumenhaus;Schöndube,;Hans;Ostfrieslandstr. 24;21129;Hamburg;4412;1;3,1;Pak 1/1;;;3,1;;;991230;;;4412-Pak 1/1-991230;
305;00584700;100;Blumenhaus;Müller,;Martin, Floristikfachgeschäft Müller;Im Schätzendorfe 37;21272;Egestorf;4413;1;3,1;Pak 1/1;;;3,1;;;991230;;;4413-Pak 1/1-991230;
2942;05605800;100;Blumenhaus;Karge,;Marei, Orchideen-Garten;Bahnhofstr. 24;21368;Dahlenburg;4414;1;3,1;Pak 1/1;;;3,1;;;991230;;;4414-Pak 1/1-991230;
4238;09170700;100;Blumenhaus;Katt,;Heinz;Bremervörder Str. 124;21682;Stade;4415;1;3,1;Pak 1/1;;;3,1;;;991230;;;4415-Pak 1/1-991230;
639;01163000;100;Blumenhaus;Tiedemann,;Hans-Heinrich;Neuensteden 37;21729;Freiburg;4416;1;3,1;Pak 1/1;;;3,1;;;991230;;;4416-Pak 1/1-991230;
366;00688900;100;Blumenhaus;Kohrs,;Andreas, Gärtnerei Kohrs;Dorfstr. 41;21734;Oederquart;4417;1;3,1;Pak 1/1;;;3,1;;;991230;;;4417-Pak 1/1-991230;
4487;11004000;100;Blumenhaus;Skott,;Bärbel und Ralf GbR, Gärtnerei Janssen;Feldstr. 13;21769;Lamstedt;4418;1;3,1;Pak 1/1;;;3,1;;;991230;;;4418-Pak 1/1-991230;
148;00257600;100;Blumenhaus;Arab,;Gisela;Berner Chaussee 62;22175;Hamburg;4419;1;3,1;Pak 1/1;;;3,1;;;991230;;;4419-Pak 1/1-991230;
1427;02478400;100;Blumenhaus;Diederichs,;Rolf;Soltausallee 6;22179;Hamburg;4420;1;3,1;Pak 1/1;;;3,1;;;991230;;;4420-Pak 1/1-991230;
1931;03485501;100;Blumenhaus;Blumen-Hahn;Inh. Gabriele Berger e.K.;Fuhlsbüttler Str. 753;22337;Hamburg;4421;1;3,1;Pak 1/1;;;3,1;;;991230;;;4421-Pak 1/1-991230;
3708;07794600;100;Blumenhaus;Seifert,;Linda, Blumen u. Geschenke;Paul-Sorge-Str. 142 b;22455;Hamburg;4422;1;3,1;Pak 1/1;;;3,1;;;991230;;;4422-Pak 1/1-991230;
2654;04932800;100;Blumenhaus;Tariq,;Farukh, Blumentraum im Immenhof;Poppenbütteler Str. 174;22851;Norderstedt;4423;1;3,1;Pak 1/1;;;3,1;;;991230;;;4423-Pak 1/1-991230;
54;00091400;100;Blumenhaus;Malbrich,;Michael;Hamburger Str. 91;22926;Ahrensburg;4424;1;3,1;Pak 1/1;;;3,1;;;991230;;;4424-Pak 1/1-991230;
2187;03988701;100;Blumenhaus;Schmidt,;Rebecca, Rebi's Floristik + mehr;Schwartauer Landstraße 4;23554;Lübeck;4425;1;3,1;Pak 1/1;;;3,1;;;991230;;;4425-Pak 1/1-991230;
4847;12225102;100;Blumenhaus;Wulf,;Otto;Mönkhofer Weg 48;23562;Lübeck;4426;1;3,1;Pak 1/1;;;3,1;;;991230;;;4426-Pak 1/1-991230;
5024;12808100;100;Blumenhaus;Macheit,;Manfred;Travemünder Allee 53;23568;Lübeck;4427;1;3,1;Pak 1/1;;;3,1;;;991230;;;4427-Pak 1/1-991230;
5367;02419900;100;Blumenhaus;Klodt & Happach;;Travemünder Allee 23;23568;Lübeck;4428;1;3,1;Pak 1/1;;;3,1;;;991230;;;4428-Pak 1/1-991230;
2186;03988700;100;Blumenhaus;Schmidt,;Rebecca, Rebi's Floristik + mehr;Möllerung 11-13;23569;Lübeck;4429;1;3,1;Pak 1/1;;;3,1;;;991230;;;4429-Pak 1/1-991230;
1723;03059300;100;Blumenhaus;Dävers,;Renate, Blumen Dävers;Strandallee 130;23669;Timmendorfer Strand;4430;1;3,1;Pak 1/1;;;3,1;;;991230;;;4430-Pak 1/1-991230;
216;00411500;100;Blumenhaus;Bargholz,;Anita und Petra;Schusterkrug 5;23743;Gruberhagen;4431;1;3,1;Pak 1/1;;;3,1;;;991230;;;4431-Pak 1/1-991230;
587;01071800;100;Blumenhaus;Hänel,;Kerstin, Blumenhaus Hänel;Strandstr. 3;23747;Dahme;4432;1;3,1;Pak 1/1;;;3,1;;;991230;;;4432-Pak 1/1-991230;
2682;04983300;100;Blumenhaus;Langbehn,;Volker;Hauptstr. 77;23749;Grube;4433;1;3,1;Pak 1/1;;;3,1;;;991230;;;4433-Pak 1/1-991230;
1448;02504200;100;Blumenhaus;Otto,;Kirsten-Viola;Hoheluftstr. 37-39;23758;Oldenburg;4434;1;3,1;Pak 1/1;;;3,1;;;991230;;;4434-Pak 1/1-991230;
589;01071802;100;Blumenhaus;Hänel,;Kerstin, Blumenhaus Hänel;Thulboden 7;23774;Heiligenhafen;4435;1;3,1;Pak 1/1;;;3,1;;;991230;;;4435-Pak 1/1-991230;
2402;04407600;100;Blumenhaus;Petersen,;Claudia, Landzauber;Segeberger Str. 121;23863;Kayhude;4436;1;3,1;Pak 1/1;;;3,1;;;991230;;;4436-Pak 1/1-991230;
2546;04698500;100;Blumenhaus;Zube,;Frank;Hauptstr. 23;23992;Neukloster;4437;1;3,1;Pak 1/1;;;3,1;;;991230;;;4437-Pak 1/1-991230;
5243;22724400;100;Blumenhaus;Syringa Gartenbau GmbH;;Neumarkt 5;23992;Neukloster;4438;1;3,1;Pak 1/1;;;3,1;;;991230;;;4438-Pak 1/1-991230;
1675;02949600;100;Blumenhaus;Hackländer;Bernd;Mielkendorfer Weg 18;24113;Kiel;4439;1;3,1;Pak 1/1;;;3,1;;;991230;;;4439-Pak 1/1-991230;
1009;01773300;100;Blumenhaus;Blumen Pfeiffer;Inh. Edelgard Lau e.K.;Eichkoppelweg 27;24119;Kronshagen;4440;1;3,1;Pak 1/1;;;3,1;;;991230;;;4440-Pak 1/1-991230;
3627;07544800;100;Blumenhaus;Beeck-Buhrke,;Petra;Eichkoppelweg 19;24119;Kronshagen;4441;1;3,1;Pak 1/1;;;3,1;;;991230;;;4441-Pak 1/1-991230;
2741;05096300;100;Blumenhaus;Klühn,;Helmut;Teichtor 48;24226;Heikendorf;4442;1;3,1;Pak 1/1;;;3,1;;;991230;;;4442-Pak 1/1-991230;
4655;11537200;100;Blumenhaus;Schmidt,;Wolf André, Blumen Wohlers;Dorfstr. 11;24245;Klein Barkau;4443;1;3,1;Pak 1/1;;;3,1;;;991230;;;4443-Pak 1/1-991230;
1212;02122900;100;Blumenhaus;Brüchmann-Schweim,;Doris;Plöner Str. 28;24321;Lütjenburg;4444;1;3,1;Pak 1/1;;;3,1;;;991230;;;4444-Pak 1/1-991230;
970;01710400;100;Blumenhaus;Koch,;Wolfgang;Königsberger Str. 152;24376;Kappeln;4445;1;3,1;Pak 1/1;;;3,1;;;991230;;;4445-Pak 1/1-991230;
3316;06696500;100;Blumenhaus;Stüber,;Sven;Neue Str. 24;24536;Neumünster;4446;1;3,1;Pak 1/1;;;3,1;;;991230;;;4446-Pak 1/1-991230;
2487;04587900;100;Blumenhaus;Schmidt,;Bernd;Röterberg 16;24601;Wankendorf;4447;1;3,1;Pak 1/1;;;3,1;;;991230;;;4447-Pak 1/1-991230;
1747;03117200;100;Blumenhaus;Metzner,;Rosemarie, Blumenecke Aukrug;Bargfelder Str. 13;24613;Aukrug;4448;1;3,1;Pak 1/1;;;3,1;;;991230;;;4448-Pak 1/1-991230;
5067;12949000;100;Blumenhaus;Staben,;Bruno;Hauptstr. 28;24647;Wasbek;4449;1;3,1;Pak 1/1;;;3,1;;;991230;;;4449-Pak 1/1-991230;
3304;06668900;100;Blumenhaus;Thöming,;Klaus;Klinter Weg 120;24768;Rendsburg;4450;1;3,1;Pak 1/1;;;3,1;;;991230;;;4450-Pak 1/1-991230;
4377;09420000;100;Blumenhaus;Borgemien,;Gerd, Blumen Borgemien;Holmer Str. 21;24896;Treia;4451;1;3,1;Pak 1/1;;;3,1;;;991230;;;4451-Pak 1/1-991230;
4921;12431000;100;Blumenhaus;Glissmann,;Hannelore;Hauptstr. 59;25482;Appen;4452;1;3,1;Pak 1/1;;;3,1;;;991230;;;4452-Pak 1/1-991230;
1034;01819500;100;Blumenhaus;Grundler,;Joachim und Margrit Böttcher;Brunnenstr. 29;25524;Itzehoe;4453;1;3,1;Pak 1/1;;;3,1;;;991230;;;4453-Pak 1/1-991230;
2604;04820200;100;Blumenhaus;Schmidt,;Günther;Burger Str. 26;25693;St Michaelisdonn;4454;1;3,1;Pak 1/1;;;3,1;;;991230;;;4454-Pak 1/1-991230;
637;01158200;100;Blumenhaus;Plähn,;Inge, Elfi's Blumenladen;Heistedter Str. 27;25746;Heide;4455;1;3,1;Pak 1/1;;;3,1;;;991230;;;4455-Pak 1/1-991230;
731;01309300;100;Blumenhaus;De Bloomenstuv;Inh. Thomas Trögel e.K.;Südermitteldeich 10;25849;Pellworm;4456;1;3,1;Pak 1/1;;;3,1;;;991230;;;4456-Pak 1/1-991230;
2475;04562900;100;Blumenhaus;Oetjen,;Mirko, Blumen am Theater;Gaststr. 14;26122;Oldenburg;4457;1;3,1;Pak 1/1;;;3,1;;;991230;;;4457-Pak 1/1-991230;
2265;04147100;100;Blumenhaus;Blumen Buhr Amalienhof,;Inh. Dipl.-Ing.agr.Renke Buhr;Ammergaustr. 52-56;26123;Oldenburg;4458;1;3,1;Pak 1/1;;;3,1;;;991230;;;4458-Pak 1/1-991230;
3084;06007000;100;Blumenhaus;Blumen-Tuinmann GmbH;;Rauhehorst 14;26127;Oldenburg;4459;1;3,1;Pak 1/1;;;3,1;;;991230;;;4459-Pak 1/1-991230;
3011;05808500;100;Blumenhaus;Rubarth,;Werner, Blumen Kramer;Hauptstr. 122;26131;Oldenburg;4460;1;3,1;Pak 1/1;;;3,1;;;991230;;;4460-Pak 1/1-991230;
492;00901800;100;Blumenhaus;Bohlsen,;Maria und Günter Bohlsen GbR;Hauptstr. 15;26169;Friesoythe-Markhausen;4461;1;3,1;Pak 1/1;;;3,1;;;991230;;;4461-Pak 1/1-991230;
183;00333300;100;Blumenhaus;Speckmann,;Ludger;Bernethsdamm 1;26219;Bösel;4462;1;3,1;Pak 1/1;;;3,1;;;991230;;;4462-Pak 1/1-991230;
1900;03409700;100;Blumenhaus;Focken,;Otto;Bahnhofstr. 20;26340;Zetel;4463;1;3,1;Pak 1/1;;;3,1;;;991230;;;4463-Pak 1/1-991230;
2477;04569600;100;Blumenhaus;Sieben,;Jochen, Floristmeisterbetrieb Zetel;Hauptstr. 3;26340;Zetel;4464;1;3,1;Pak 1/1;;;3,1;;;991230;;;4464-Pak 1/1-991230;
3519;07251300;100;Blumenhaus;Brunken,;Maik, Blumen-Brunken;Heppenser Str. 37;26384;Wilhelmshaven;4465;1;3,1;Pak 1/1;;;3,1;;;991230;;;4465-Pak 1/1-991230;
2831;05301900;100;Blumenhaus;Wünsche,;Klaus-Dieter;Zedeliusstr. 29;26486;Wangerooge;4466;1;3,1;Pak 1/1;;;3,1;;;991230;;;4466-Pak 1/1-991230;
1198;02092600;100;Blumenhaus;Hinrichs-Janssen,;Elke;Hauptstr. 28a;26487;Blomberg;4467;1;3,1;Pak 1/1;;;3,1;;;991230;;;4467-Pak 1/1-991230;
293;00563000;100;Blumenhaus;Stellmacher,;Werner;Grosse Mühlenstr. 69;26506;Norden;4468;1;3,1;Pak 1/1;;;3,1;;;991230;;;4468-Pak 1/1-991230;
4793;12048300;100;Blumenhaus;Kleen,;Elisabeth;Gaster-Äcker-Weg 13;26529;Marienhafe;4469;1;3,1;Pak 1/1;;;3,1;;;991230;;;4469-Pak 1/1-991230;
1814;03249400;100;Blumenhaus;Buskohl,;Alfons;Poststr. 1;26655;Westerstede;4470;1;3,1;Pak 1/1;;;3,1;;;991230;;;4470-Pak 1/1-991230;
4830;12159900;100;Blumenhaus;Olthoff,;Thekla, Blumen Olthoff;An der Fehnke 10;26670;Uplengen;4471;1;3,1;Pak 1/1;;;3,1;;;991230;;;4471-Pak 1/1-991230;
4440;10018601;100;Blumenhaus;Janssen-Ukena,;Marion, Blumenpavillon;Bolardusstr. 10;26721;Emden;4472;1;3,1;Pak 1/1;;;3,1;;;991230;;;4472-Pak 1/1-991230;
2932;05585800;100;Blumenhaus;Jeschar,;Wilhelm;Treckfahrtsweg 27;26725;Emden;4473;1;3,1;Pak 1/1;;;3,1;;;991230;;;4473-Pak 1/1-991230;
